time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
02:58:59 | 4.4.1 | 1/11 | 4325/5425 |   7.25% | 2,214,400/30,550,828 | 3h49m | 4.981 | — | — | — | —
02:59:05 | 4.4.1 | 1/11 | 4350/5425 |   7.29% | 2,227,200/30,550,828 | 3h49m | 4.522 | — | — | — | —
02:59:11 | 4.4.1 | 1/11 | 4375/5425 |   7.33% | 2,240,000/30,550,828 | 3h48m | 4.896 | — | — | — | —
02:59:18 | 4.4.1 | 1/11 | 4400/5425 |   7.37% | 2,252,800/30,550,828 | 3h48m | 4.500 | — | — | — | —
02:59:24 | 4.4.1 | 1/11 | 4425/5425 |   7.42% | 2,265,600/30,550,828 | 3h48m | 4.726 | — | — | — | —
02:59:30 | 4.4.1 | 1/11 | 4450/5425 |   7.46% | 2,278,400/30,550,828 | 3h48m | 4.683 | — | — | — | —
02:59:36 | 4.4.1 | 1/11 | 4475/5425 |   7.50% | 2,291,200/30,550,828 | 3h48m | 4.673 | — | — | — | —
02:59:43 | 4.4.1 | 1/11 | 4500/5425 |   7.54% | 2,304,000/30,550,828 | 3h48m | 5.125 | — | — | — | —
02:59:49 | 4.4.1 | 1/11 | 4525/5425 |   7.58% | 2,316,800/30,550,828 | 3h48m | 4.832 | — | — | — | —
02:59:55 | 4.4.1 | 1/11 | 4550/5425 |   7.62% | 2,329,600/30,550,828 | 3h48m | 4.352 | — | — | — | —
03:00:01 | 4.4.1 | 1/11 | 4575/5425 |   7.67% | 2,342,400/30,550,828 | 3h48m | 4.787 | — | — | — | —
03:00:07 | 4.4.1 | 1/11 | 4600/5425 |   7.71% | 2,355,200/30,550,828 | 3h48m | 4.504 | — | — | — | —
03:00:13 | 4.4.1 | 1/11 | 4625/5425 |   7.75% | 2,368,000/30,550,828 | 3h47m | 4.436 | — | — | — | —
03:00:20 | 4.4.1 | 1/11 | 4650/5425 |   7.79% | 2,380,800/30,550,828 | 3h47m | 5.080 | — | — | — | —
03:00:26 | 4.4.1 | 1/11 | 4675/5425 |   7.83% | 2,393,600/30,550,828 | 3h47m | 4.877 | — | — | — | —
03:00:33 | 4.4.1 | 1/11 | 4700/5425 |   7.88% | 2,406,400/30,550,828 | 3h47m | 4.498 | — | — | — | —
03:00:41 | 4.4.1 | 1/11 | 4725/5425 |   7.92% | 2,419,200/30,550,828 | 3h48m | 4.618 | — | — | — | —
03:00:47 | 4.4.1 | 1/11 | 4750/5425 |   7.96% | 2,432,000/30,550,828 | 3h47m | 4.489 | — | — | — | —
03:00:55 | 4.4.1 | 1/11 | 4775/5425 |   8.00% | 2,444,800/30,550,828 | 3h48m | 4.979 | — | — | — | —
03:01:01 | 4.4.1 | 1/11 | 4800/5425 |   8.04% | 2,457,600/30,550,828 | 3h48m | 4.819 | — | — | — | —
03:01:08 | 4.4.1 | 1/11 | 4825/5425 |   8.09% | 2,470,400/30,550,828 | 3h48m | 4.965 | — | — | — | —
03:01:15 | 4.4.1 | 1/11 | 4850/5425 |   8.13% | 2,483,200/30,550,828 | 3h48m | 4.836 | — | — | — | —
03:01:22 | 4.4.1 | 1/11 | 4875/5425 |   8.17% | 2,496,000/30,550,828 | 3h48m | 4.722 | — | — | — | —
03:01:28 | 4.4.1 | 1/11 | 4900/5425 |   8.21% | 2,508,800/30,550,828 | 3h48m | 4.712 | — | — | — | —
03:01:35 | 4.4.1 | 1/11 | 4925/5425 |   8.25% | 2,521,600/30,550,828 | 3h47m | 4.478 | — | — | — | —
03:01:41 | 4.4.1 | 1/11 | 4950/5425 |   8.29% | 2,534,400/30,550,828 | 3h47m | 4.949 | — | — | — | —
03:01:48 | 4.4.1 | 1/11 | 4975/5425 |   8.34% | 2,547,200/30,550,828 | 3h47m | 5.128 | — | — | — | —
03:01:55 | 4.4.1 | 1/11 | 5000/5425 |   8.38% | 2,560,000/30,550,828 | 3h47m | 4.897 | — | — | — | —
03:02:01 | 4.4.1 | 1/11 | 5025/5425 |   8.42% | 2,572,800/30,550,828 | 3h47m | 4.849 | — | — | — | —
